1/11/2012,"Loghnabradden, Fintown, Co. Donegal",,Donegal,5079,Yes
1/11/2012,"Negault, Moville",,Donegal,110000,No
1/11/2012,"Newport Road, Castlebar",,Mayo,100000,No
1/11/2012,"Number 3 Ard Cuan, Eyeries, Beara",,Cork,154184,No
1/11/2012,"RADESTOWN, BALLYFOYLE ROAD, KILKENNY",,Kilkenny,180000,No
1/11/2012,"RATHGOGGIN SOUTH, CHARLEVILLE",,Cork,172000,No
1/11/2012,"St Marys Drive, Walkinstown",Dublin 12,Dublin,195000,Yes
1/11/2012,"West End, Kilfinane",,Limerick,40000,No
1/12/2012,"102 Cluain Arra, Gortboy, Newcastle West",,Limerick,75500,Yes
1/12/2012,"102/103 Shandon Street, Cork",,Cork,255000,No
1/12/2012,"11 Salem Court, Maxwell Road, Rathmines",,Dublin,140000,No
1/12/2012,"12 The Grove, Leinster Street, Athy",,Kildare,50000,No
1/12/2012,"13 Sycamore Drive, Clonmel",,Tipperary,300000,No
1/12/2012,"144 Rialto Cottages, Rialto, Dublin 8",,Dublin,76500,No
1/12/2012,"16 Park Lane, Sandymount",Dublin 4,Dublin,485000,No
1/12/2012,"17 Willow Road, Dundrum",Dublin 14,Dublin,316500,No
1/12/2012,"178 Cherry Orchard Avenue, Ballyfermot",Dublin 10,Dublin,57350,Yes
1/12/2012,"17, Rosemount Way, Dundrum",,Dublin,83875,Yes
1/12/2012,"18 Wainsfort Park, Terenure, Dublin 6w",,Dublin,402000,No
1/12/2012,"19 primrose close, primrose gardens, naas",,Kildare,80000,No
1/12/2012,"21 Marine Crescent, Blackrock",,Louth,189000,No
1/12/2012,"21 Templeview Downs, Clarehall",,Dublin,205000,No
1/12/2012,"22 Curlew View, Boyle",,Roscommon,95000,Yes
1/12/2012,"24 Brighton road, Rathgar, Dublin 6",,Dublin,715000,No
1/12/2012,"25 Maywood Avenue, Raheny",Dublin 5,Dublin,365000,No
1/12/2012,"26 Dunmore Park, Kingswood",,Dublin,24000,Yes
1/12/2012,"28  Abington, Malahide",,Dublin,1425000,No
1/12/2012,"296 sutton park, sutton",Dublin 13,Dublin,410000,No
1/12/2012,"30 Selskar Avenue, Skerries",,Dublin,345000,No
1/12/2012,"34 Ennel Park, Artane",Dublin 5,Dublin,152000,No
1/12/2012,"35 Slieve Sneacht, Letterkenny",,Donegal,89000,No
1/12/2012,"38 Stoneybatter, Dublin 7",Dublin 7,Dublin,46250,No
1/12/2012,"40 Dundela Park, Sandycove",,Dublin,480000,No
1/12/2012,"40 Lansdowne Wood, Lansdowne Road, Ballsbridge",Dublin 4,Dublin,427313,No
1/12/2012,"41 Elm Road, Donnycarney",,Dublin,129000,No
1/12/2012,"42 Durabhan, Roscam, Galway",,Galway,104500,Yes
1/12/2012,"43 Bothar Glas, Ballyconnell",,Cavan,70000,No
1/12/2012,"48  Greenview Close, Glencairin, Dooradoyle",,Limerick,176000,No
1/12/2012,"51 Elm Park, Ballymagan, Buncrana",,Donegal,125000,No
1/12/2012,"53 Ballycanew Court, Gorey",,Wexford,110000,No
1/12/2012,"53 Maple Manor, Johnston Road, Cabinteely",,Dublin,302000,No
1/12/2012,"53 Silverdale Ave, Ballinlough",,Cork,175000,No
1/12/2012,"6 Beverton Wood, Donabate",,Dublin,270000,No
1/12/2012,"76 Ruanbeg Park, Ruanbeg Manor, Kildare Town",,Kildare,162500,No
1/12/2012,"77 The Drive, Hazelhatch Park, celbridge",,Kildare,198238,No
1/12/2012,"8 Mary Street North, Dundalk",,Louth,43500,No
1/12/2012,"8 Riverside Drive, Castlepark, Rathfarnham",,Dublin,700000,No
1/12/2012,"8 The Grove, Leinster Street, Athy",,Kildare,50000,No
